chemical_name,toxid,toxprofiles_id,toxfaqs_faqid,toxprofiles_url,toxfaqs_url
Iodine,85,479,478,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=479&tid=85,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=478&toxid=85
Ionizing Radiation,86,484,483,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=484&tid=86,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=483&toxid=86
Isophorone,148,763,762,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=763&tid=148,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=762&toxid=148
Jet Fuels JP-4 and JP-7,149,768,767,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=768&tid=149,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=767&toxid=149
"JP-5, JP-8, and Jet A",150,773,772,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=773&tid=150,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=772&toxid=150
Lead,22,96,93,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=96&tid=22,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=93&toxid=22
Malathion,92,522,521,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=522&tid=92,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=521&toxid=92
Manganese,23,102,101,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=102&tid=23,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=101&toxid=23
Mercury,24,115,1195,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=115&tid=24,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=1195&toxid=24
Methoxychlor,151,778,777,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=778&tid=151,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=777&toxid=151
Methyl Isocyanate,116,,629,,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=629&toxid=116
Methyl Mercaptan,40,224,223,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=224&tid=40,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=223&toxid=40
Methyl Parathion,117,636,635,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=636&tid=117,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=635&toxid=117
Methyl tert-Butyl Ether (MTBE),41,228,227,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=228&tid=41,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=227&toxid=41
Methylene Chloride,42,234,233,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=234&tid=42,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=233&toxid=42
Mirex and Chlordecone,276,1190,1188,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=1190&tid=276,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=1188&toxid=276
Molybdenum,289,1482,1499,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=1482&tid=289,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=1499&toxid=289
n-Hexane,68,393,392,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=393&tid=68,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=392&toxid=68
n-Nitrosodi-n-propylamine,211,1005,1004,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=1005&tid=211,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=1004&toxid=211
N-Nitrosodimethylamine (NDMA),173,884,883,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=884&tid=173,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=883&toxid=173
n-Nitrosodiphenylamine,212,1009,1008,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=1009&tid=212,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=1008&toxid=212
"Naphthalene, 1-Methylnapthalene, 2-Methylnapthalene",43,240,239,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=240&tid=43,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=239&toxid=43
"Nerve Agents (GA, GB, GD, VX)",93,,524,,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=524&toxid=93
Nickel,44,245,244,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=245&tid=44,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=244&toxid=44
Nitrate and Nitrite,258,1452,1186,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=1452&tid=258,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=1186&toxid=258
Nitrobenzene,95,532,531,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=532&tid=95,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=531&toxid=95
Nitrogen Oxides,69,,396,,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=396&toxid=69
Nitrophenols,172,880,879,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=880&tid=172,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=879&toxid=172
Otto Fuel II and its Components,152,781,780,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=781&tid=152,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=780&toxid=152
Parathion,246,1425,1426,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=1425&tid=246,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=1426&toxid=246
Pentachlorophenol,70,402,401,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=402&tid=70,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=401&toxid=70
Perchlorates,181,895,893,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=895&tid=181,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=893&toxid=181
Perfluoroalkyls,237,1117,1116,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=1117&tid=237,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=1116&toxid=237
Phenol,27,148,147,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=148&tid=27,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=147&toxid=27
Phosgene,182,,1479,,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=1479&toxid=182
Phosgene Oxime,213,,1011,,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=1011&toxid=213
Phosphate Ester Flame Retardants,239,1119,1164,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=1119&tid=239,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=1164&toxid=239
Phosphine,214,,1014,,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=1014&toxid=214
"Phosphorus, White",52,285,284,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=285&tid=52,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=284&toxid=52
Plutonium,119,648,647,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=648&tid=119,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=647&toxid=119
Polybrominated Biphenyls (PBBs),94,529,528,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=529&tid=94,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=528&toxid=94
Polybrominated Diphenyl Ethers (PBDEs),183,901,1462,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=901&tid=183,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=1462&toxid=183
Polychlorinated Biphenyls (PCBs),26,142,140,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=142&tid=26,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=140&toxid=26
Polycyclic Aromatic Hydrocarbons (PAHs),25,122,121,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=122&tid=25,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=121&toxid=25
Propylene Glycol,240,1122,1121,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=1122&tid=240,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=1121&toxid=240
Pyrethrins and Pyrethroids,153,787,786,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=787&tid=153,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=786&toxid=153
Pyridine,96,535,534,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=535&tid=96,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=534&toxid=96
"Radiation, Ionizing",86,484,483,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=484&tid=86,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=483&toxid=86
Radium,154,791,790,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=791&tid=154,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=790&toxid=154
Radon,71,407,406,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=407&tid=71,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=406&toxid=71
RDX (Cyclonite),72,412,411,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=412&tid=72,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=411&toxid=72
"S,S,S-Tributyl Phosphorotrithioate (Tribufos)",292,1487,1485,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=1487&tid=292,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=1485&toxid=292
Selenium,28,153,152,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=153&tid=28,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=152&toxid=28
Selenium Hexafluoride,215,,1016,,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=1016&toxid=215
Silica,290,1483,1492,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=1483&tid=290,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=1492&toxid=290
Silver,97,539,538,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=539&tid=97,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=538&toxid=97
Sodium Hydroxide,45,,248,,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=248&toxid=45
Stoddard Solvent,73,416,415,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=416&tid=73,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=415&toxid=73
Strontium,120,656,655,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=656&tid=120,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=655&toxid=120
Styrene,74,421,420,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=421&tid=74,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=420&toxid=74
Sulfur Dioxide,46,253,252,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=253&tid=46,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=252&toxid=46
Sulfur Mustard,184,905,904,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=905&tid=184,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=904&toxid=184
Sulfur Trioxide & Sulfuric Acid,47,256,255,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=256&tid=47,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=255&toxid=47
Synthetic Vitreous Fibers,185,908,907,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=908&tid=185,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=907&toxid=185
Tetrachloroethylene (PERC),48,265,264,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=265&tid=48,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=264&toxid=48
Tetryl,216,1019,1018,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=1019&tid=216,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=1018&toxid=216
Thallium,49,309,308,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=309&tid=49,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=308&toxid=49
Thorium,121,660,659,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=660&tid=121,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=659&toxid=121
Tin and Compounds,98,543,542,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=543&tid=98,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=542&toxid=98
Titanium Tetrachloride,122,664,663,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=664&tid=122,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=663&toxid=122
Toluene,29,161,160,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=161&tid=29,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=160&toxid=29
Toluene Diisocyanate / Methylenediphenyl Diisocyanate,245,1453,1454,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=1453&tid=245,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=1454&toxid=245
Total Petroleum Hydrocarbons (TPH),75,424,423,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=424&tid=75,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=423&toxid=75
Toxaphene,99,548,547,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=548&tid=99,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=547&toxid=99
Trichlorobenzenes,255,1168,1169,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=1168&tid=255,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=1169&toxid=255
Trichloroethylene (TCE),30,173,172,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=173&tid=30,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=172&toxid=30
Tungsten,157,806,805,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=806&tid=157,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=805&toxid=157
Uranium,77,440,439,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=440&tid=77,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=439&toxid=77
Used Mineral-based Crankcase Oil,123,667,666,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=667&tid=123,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=666&toxid=123
Vanadium,50,276,275,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=276&tid=50,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=275&toxid=50
Vinyl Acetate,124,671,670,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=671&tid=124,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=670&toxid=124
Vinyl Chloride,51,282,281,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=282&tid=51,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=281&toxid=51
White Phosphorus,52,285,284,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=285&tid=52,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=284&toxid=52
Xylenes,53,296,295,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=296&tid=53,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=295&toxid=53
Zinc,54,302,301,https://wwwn.cdc.gov/TSP/ToxProfiles/ToxProfiles.aspx?id=302&tid=54,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=301&toxid=54
